id,title,location,sub_category,avatar,description,details,provider,distance,ages,price,campus,camp_type,topics,category,relevance,affordability
970,Learning Center,Multiple Locations,Flexible Booking Academics Programming Science & Technology,https://images.activityhero.com/provider_photo/136843/tile/eca9821e-a016-4345-842b-a1c6652ea404.png,"Learning Center offers year-round individualized tutoring in a small-group setting in English and Math. We offer SAT/HSPT prep, year-round coding,…read more >",https://www.activityhero.com/biz/learning-center-64739,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",64.3,"5,99",144,m,STEM,"[['learn', 54.17], ['code', 22.69], ['interactive', 7.87], ['goal', 3.24], ['peninsula', 2.31], ['concept', 2.31], ['engage', 1.85], ['curious', 1.85], ['balance', 1.85], ['snapology', 1.85]]",Math & Logic,71.75,24.04
971,Athena Academy,"Main Location - Palo Alto, CA",Dyslexia Academics Drums,https://images.activityhero.com/provider_photo/98236/tile/ee44c658-1e93-45ff-8550-32f6b4349ed3.jpg,"Summer at Athena Academy is proud to offer a week long skills program for dyslexic students entering grades 1 – 8. This program is specifically designed,…read more >",https://www.activityhero.com/biz/athena-academy,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",76,"5,91",89,"m,f",STEM,"[['student', 41.94], ['academic', 12.9], ['debate', 7.74], ['support', 7.1], ['speech', 6.45], ['modern', 5.81], ['public', 5.81], ['offer', 4.52], ['week_long', 3.87], ['impact', 3.87]]",Computer Science,87.28,23.95
972,Kids Dojo,Multiple Locations,Best of ActivityHero 2018 Best of ActivityHero 2016 Best of ActivityHero 2017 Sports Biking Adventure/Outdoors,https://images.activityhero.com/provider_photo/124388/tile/fa4be9d0-8b12-4798-b3e8-f5a5386ff77d.JPG,"Kids Dojo is dedicated to building confidence through mountain biking. Our mission is to help kids be active, confident and healthy. We believe that…read more >",https://www.activityhero.com/biz/kids-dojo,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",94.1,"5,91",154,m,Arts,"[['mission', 39.26], ['theatre', 9.82], ['promote', 9.2], ['performance', 7.36], ['gymnastic', 7.36], ['healthy', 6.75], ['offer', 6.13], ['training', 4.91], ['lead', 4.91], ['chef', 4.29]]",Arts and Design,37.13,65.41
973,KMVT,Multiple Locations,Digital Media Photography and Video Computer Animation,https://images.activityhero.com/provider_photo/100120/tile/0b9f758a-8332-4cce-88d5-091dc5fe84b1.jpg,"KMVT 15 is a non-profit public access station that provides coverage for Mountain View, Cupertino, Los Altos and Sunnyvale.  Throughout the year, KMVT 15…read more >",https://www.activityhero.com/biz/4770-kmvt-video-claymation-camps-mountain-view-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",10,"5,91",364,f,STEM,"[['teach', 37.89], ['professional', 13.68], ['teacher', 10.53], ['instruction', 10.0], ['run', 6.84], ['coach', 5.26], ['parent', 4.21], ['background', 4.21], ['basic', 3.68], ['video', 3.68]]",Computer Science,75.32,34.18
974,DesignX,Multiple Locations,Sewing Industrial Arts Fashion Design,https://images.activityhero.com/provider_photo/100978/tile/5c53392f-5668-44a0-b3f2-10c68b0e2db4.jpg,"DesignX offer one-of-a-kind programs in design to unleash and nurture creativity in kids ages 7y-16y in Los Altos, CA. Their programs are offered year…read more >",https://www.activityhero.com/biz/designx,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",15.9,"5,91",584,"m,f",Arts,"[['program', 29.17], ['focus', 14.88], ['creative', 9.52], ['workshop', 9.52], ['home', 7.14], ['nurture', 7.14], ['people', 6.55], ['session', 5.36], ['children', 5.36], ['lego', 5.36]]",Arts and Design,78.28,40.47
975,Academy of Fencing Masters,Multiple Locations,Martial Arts Sports Fencing,https://images.activityhero.com/provider_photo/23639/tile/26486292-e8e3-402b-b88c-582c3a526f99.jpg,We believe in training that combines intensive workouts and exercise with the incredible joy of learning and fun of the game. Our camps and classes engage…read more >,https://www.activityhero.com/biz/18626-fencing-camps-and-classes-campbell-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",26.9,"5, 92",3043,"m,f",STEM,"[['design', 29.56], ['game', 18.87], ['age', 17.61], ['programming', 8.18], ['computer', 6.92], ['offering', 5.66], ['virtual', 4.4], ['kid', 3.77], ['provide', 2.52], ['support', 2.52]]",Computer Science,33.19,24.29
976,Studio Kicks Palo Alto,Multiple Locations,Fitness Sports Martial Arts,https://images.activityhero.com/provider_photo/112028/tile/f6d8d7ec-d5e0-4de1-bce6-888f9ac39415.jpeg,"Going on 16 years, Studio Kicks is a local community favorite!We are a family fitness training center offering Martial Arts instruction for children 4 years…read more >",https://www.activityhero.com/biz/2148-studiokicks-palo-alto-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",27.6,"5, 92",234,"m,f",Sports,"[['adult', 27.78], ['family', 26.11], ['martial_art', 15.0], ['large', 6.67], ['self_defense', 5.56], ['part', 5.56], ['passion', 3.33], ['baby', 3.33], ['core', 3.33], ['mountain', 3.33]]",Personal Development,91.11,28.18
977,Table Tennis America,"Main Location - Fremont, CA",Table Tennis Sports,https://images.activityhero.com/provider_photo/100206/tile/33169308-c9b2-4034-bede-a29d5290415d.JPG,"Table Tennis America is a full service table tennis facility in Fremont, CA that was founded with the goal of making table tennis a mainstream sport in…read more >",https://www.activityhero.com/biz/table-tennis-america,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",28,",93",69,"m,f",Sports,"[['play', 28.39], ['tennis', 14.19], ['player', 12.26], ['place', 12.26], ['group', 8.39], ['top', 7.1], ['berkeley', 6.45], ['bring', 4.52], ['st', 3.23], ['visit', 3.23]]",Personal Development,35.35,33.23
978,Mission Hoops Academy,"Main Location - Fremont, CA",Party Places Basketball Sports,https://images.activityhero.com/provider_photo/111359/tile/7643c726-6cb8-4c93-91fa-f74df8848a4d.png,"Mission Hoops Academy offers camps to kids, during the summer break in Fremont, California. We provide a week long basketball camp focusing on fundamentals,…read more >",https://www.activityhero.com/biz/mission-hoops-academy,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",30.2,"5,93",56,"m,f",Sports,"[['summer', 43.31], ['camp', 37.58], ['break', 4.78], ['baseball', 4.14], ['spring', 3.18], ['california', 2.23], ['holiday', 1.27], ['enrich', 1.27], ['winter', 1.27], ['custom', 0.96]]",Personal Development,65.53,71.81
979,Hello World,"Main Location - Mountain View, CA",Engineering Programming Computers,https://images.activityhero.com/provider_photo/109596/tile/4206130e-4b6a-42b0-a9c7-3676ab29f54a.jpg,Hello World offers a rigorous catalog of project-based learning experiences centered on students mastering concepts in emerging technology fields. Our…read more >,https://www.activityhero.com/biz/hello-world,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",34.1,"5, 92",60,"m,f",STEM,"[['base', 30.29], ['program', 21.14], ['project', 13.71], ['yoga', 9.14], ['lead', 5.71], ['innovative', 4.57], ['nature', 4.57], ['develop', 4.0], ['teach', 4.0], ['workshop', 2.86]]",Math & Logic,79.09,8.18
980,First Focus Learning Centers,"Main Location - Mountain View, CA",Academics Reading Creative Writing,https://images.activityhero.com/provider_photo/106084/tile/35db3263-54a5-4d08-b6c2-9d60cc7808bd.png,"First Focus specializes in Reading, Writing and Math for students from Kindergarten through the 6th grade.  We teach Reading, Writing, and Math in a small…read more >",https://www.activityhero.com/biz/first-focus-learning-centers,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",50.4,",93",52,"m,f",Arts,"[['offer', 27.5], ['locate', 20.62], ['small', 10.62], ['write', 9.38], ['writing', 6.25], ['begin', 5.62], ['specialize', 5.62], ['fashion', 5.0], ['kindergarten', 5.0], ['read', 4.38]]",Arts and Design,32.08,68.27
981,Jennifer Gonsalves,"Main Location - Palo Alto, CA",Flexible Booking Sewing Fashion Design Crafts,https://images.activityhero.com/provider_photo/116244/tile/533ba9fd-310c-4b03-ae86-55125ab8488b.jpeg,"I offer sewing and crafting Classes in Palo Alto. Come visit my professional costuming studio and learn  sewing, fashion design, hat-making, and more!",,,65.3,"12,94",164,m,Arts,"[['offer', 27.5], ['locate', 20.62], ['small', 10.62], ['write', 9.38], ['writing', 6.25], ['begin', 5.62], ['specialize', 5.62], ['fashion', 5.0], ['kindergarten', 5.0], ['read', 4.38]]",Arts and Design,51.2,25.24
982,Hidden Talent Art Studio,"Oak Elementary School - Los Altos, CA",Visual Arts Drawing and Painting,https://images.activityhero.com/provider_photo/93978/tile/819f521e-4b14-4e0c-a3f1-f8eb7c031b92.jpg,Hidden Talent teaches the essentials of fine art. Each Session contains fresh challenges where both new and returning students will learn techniques in…read more >,https://www.activityhero.com/biz/65111-hidden-talent-art-los-altos-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",69.3,"5,93",2043,m,Arts,"[['art', 53.8], ['studio', 14.85], ['creative', 9.24], ['artist', 7.92], ['paint', 3.3], ['draw', 2.97], ['learner', 2.64], ['fine', 2.31], ['wellness', 1.65], ['technical', 1.32]]",Arts and Design,86.25,85.21
983,"Athena Camps - Sports, Creativity & Girl Power",Multiple Locations,Track and Field Yoga Volleyball,https://images.activityhero.com/provider_photo/115004/tile/6a995056-c017-4cfb-931e-b4f2c470a597.jpg,Cultivating Courage and ConfidenceAthena Camps build the courage and confidence of girls through self-expression and personal connections. Connecting strong…read more >,https://www.activityhero.com/biz/athena-camps-sports-creativity-girl-power,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",77,"5,100",69,f,STEM,"[['kid', 47.29], ['tech', 9.36], ['technology', 8.87], ['teen', 8.37], ['parent', 8.37], ['robotic', 6.4], ['call', 3.45], ['business', 2.96], ['matter', 2.46], ['unique', 2.46]]",Computer Science,40.36,72.33
984,Yew Chung International School,"Yew Chung International School - Mountain View, CA",Chinese Language Visual Arts,https://images.activityhero.com/provider_photo/101454/tile/74e687d3-c228-4447-91cf-9069d5ad7c4a.JPG,Yew Chung International Schools (YCIS) provide a fully rounded education that combines the essence of the Eastern and Western cultures on an international…read more >,https://www.activityhero.com/biz/2921-yew-chung-international-school-mountain-view-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",77,"5,92",56,f,STEM,"[['educational', 21.05], ['provide', 15.79], ['engineering', 11.84], ['science_technology', 9.87], ['international', 8.55], ['challenge', 8.55], ['steam', 7.89], ['service', 5.92], ['tutoring', 5.26], ['people', 5.26]]",Math & Logic,98.56,34.91
985,Fantasy Dance Studio,"Main Location - Mountain View, CA",Dance Gymnastics Visual Arts,https://images.activityhero.com/provider_photo/101386/tile/2a5e22f4-2fa4-43e3-b141-527be9f7d7dd.jpg,We are highly devoted to providing our knowledge and passion of this admired and always stylized pastime to those who embrace the desire to learn with grace…read more >,https://www.activityhero.com/biz/1538-fantasy-dance-studio-mountain-view-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",95.1,"5,92",60,m,Sports,"[['club', 24.2], ['soccer', 17.83], ['team', 14.65], ['year_round', 10.19], ['basketball', 7.01], ['ca', 6.37], ['dedicate', 5.73], ['north', 5.1], ['clinic', 5.1], ['swim', 3.82]]",Personal Development,30.05,73.04
986,Hidden Villa Farm,"Los Altos Hills - Los Altos Hills, CA",Farm Adventure/Outdoors Crafts,https://images.activityhero.com/provider_photo/96801/tile/c861a1ad-8cf7-4ed8-a47d-b5613c58a1bc.png,"Hidden Villa is a nonprofit educational organization that uses its organic farming, wilderness, and community to teach and provide opportunities to learn…read more >",https://www.activityhero.com/biz/20904-hidden-villa-summer-camp-los-altos-hills-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",11,"5,92",52,m,STEM,"[['teach', 37.89], ['professional', 13.68], ['teacher', 10.53], ['instruction', 10.0], ['run', 6.84], ['coach', 5.26], ['parent', 4.21], ['background', 4.21], ['basic', 3.68], ['video', 3.68]]",Math & Logic,79.1,37.9
987,"Build A Robot Workshop, Inc.",Multiple Locations,Robotics Computers Science & Technology,https://images.activityhero.com/provider_photo/127260/tile/bb6d416b-00a2-4e83-8765-3d68c44acb61.jpg,"Have an electrifying experience while learning coding, wiring and robotics!At Build A Robot we believe in teaching through experiences instead of a…read more >",https://www.activityhero.com/biz/build-a-robot-workshop-inc,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",16.9,"5,92",164,m,STEM,"[['learn', 54.17], ['code', 22.69], ['interactive', 7.87], ['goal', 3.24], ['peninsula', 2.31], ['concept', 2.31], ['engage', 1.85], ['curious', 1.85], ['balance', 1.85], ['snapology', 1.85]]",Computer Science,60.69,90.18
988,Imagination Lab School,Multiple Locations,Gardening Environmental Crafts,https://images.activityhero.com/provider_photo/110768/tile/76ca7595-32b3-4b72-8911-83e39889981c.JPG,Imagination Lab School is a TK-8 grade independent school in Palo Alto. Our promise is to empower each learner to be their best self through a program…read more >,https://www.activityhero.com/biz/imagination-lab-school,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",27.9,"5, 93",4043,m,STEM,"[['young', 23.33], ['science', 17.14], ['girl', 15.24], ['grade', 11.43], ['provide', 10.0], ['boy', 9.52], ['lab', 3.81], ['woman', 3.81], ['spark', 3.33], ['exceptional', 2.38]]",Computer Science,45.33,52.32
989,Sporting Soccer Academy,Multiple Locations,Play/Outdoor Soccer Sports,https://images.activityhero.com/provider_photo/94628/tile/34a718be-7074-46e8-8526-739c856c627c.jpg,Sporting Soccer Academy is a full time program that molds well-rounded athletes to perform during their league season while building momentum for future…read more >,https://www.activityhero.com/biz/66168-sporting-soccer-academy-sunnyvale-ca,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",28.6,"5, 93",6043,"m,f",STEM,"[['build', 22.54], ['focus', 16.18], ['confidence', 11.56], ['time', 10.4], ['start', 8.67], ['technique', 8.67], ['encourage', 6.94], ['fundamental', 5.78], ['commit', 5.78], ['house', 3.47]]",Computer Science,63.28,98.44
990,Easy Spanish,"Loyola Elementary School - Los Altos, CA",Play/Outdoor Performing Arts Spanish,https://images.activityhero.com/provider_photo/40863/tile/e614bc19-e24f-4ed1-8e93-e554eb19436f.jpg,"Want your child to learn Spanish from a native speaker? With an extensive background in education and child development, Viviana Marchevsky teaches…read more >",https://www.activityhero.com/biz/easy-spanish,"data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAAEAAAABCAYAAAAfFcSJAAAAAXNSR0IArs4c6QAAAARnQU1BAACxjwv8YQUAAAAJcEhZcwAADsQAAA7EAZUrDhsAAAANSURBVBhXYzh8+PB/AAffA0nNPuCLAAAAAElFTkSuQmCC",9,",94",185,m,Arts,"[['language', 17.11], ['school', 13.16], ['development', 12.5], ['preschool', 12.5], ['teach', 8.55], ['immersion', 8.55], ['spanish', 8.55], ['english', 6.58], ['skill', 6.58], ['valley', 5.92]]",Arts and Design,63.35,52.6
991,L'Ecole De Danse,"Main Location - Mountain View, CA",Ballet Dance,https://images.activityhero.com/provider_photo/94290/tile/abb64771-19f8-49ba-bffc-b87c7e792e8d.jpg,"L'Ecole de Danse provides an environment that enables children to learn successfully. Personal attention is paid to each child, with the primary goal…read more >",https://www.activityhero.com/biz/1542-l-ecole-de-danse-mountain-view-ca,https://images.activityhero.com/1577/crop/f046b275-a45b-46e5-be4e-cba0bef4285e.PNG,14.9,"5,94",45,f,STEM,"[['good', 21.43], ['world', 15.08], ['future', 12.7], ['individual', 10.32], ['active', 9.52], ['knowledge', 7.14], ['feature', 6.35], ['change', 6.35], ['improve', 5.56], ['benefit', 5.56]]",Math & Logic,75.2,9.69
992,Tumasov Fine Art Studio,"Main Location - Mountain View, CA",Clay Sculpture Pottery,https://images.activityhero.com/provider_photo/108360/tile/87d39fad-e618-4d96-bf18-b35267e3cef6.jpg,"Oleg Tumasov Fine Art Studios offers art and music instruction classes for all levels and ages and is located at Mountain View, California.We offer a…read more >",https://www.activityhero.com/biz/tumasov-fine-art-studio,https://images.activityhero.com/62341/crop/c8b74aa0-f46f-4726-9657-ba50d06d4144.png,25.9,"5, 93",145,"m,f",Arts,"[['art', 53.8], ['studio', 14.85], ['creative', 9.24], ['artist', 7.92], ['paint', 3.3], ['draw', 2.97], ['learner', 2.64], ['fine', 2.31], ['wellness', 1.65], ['technical', 1.32]]",Arts and Design,95.86,20.19
993,Education Enrichment Center,"Main Location - Pleasanton, CA",Academics,https://images.activityhero.com/provider_photo/110162/tile/8b9591ec-f708-4a70-a250-7ce68c71405a.png,"Education Enrichment Center in Pleasanton, California offers enrichment classes for children during summer and school holiday breaks. We focus on a higher…read more >",https://www.activityhero.com/biz/education-enrichment-center,https://images.activityhero.com/62893/crop/2f9ddd7c-7942-4c45-8645-b2fcc3c3cfc7.jpg,26.6,",94",90,"m,f",STEM,"[['enrichment', 27.84], ['math', 27.84], ['explore', 17.05], ['discover', 6.82], ['summer', 4.55], ['resource', 3.98], ['present', 3.41], ['visual', 2.84], ['choose', 2.84], ['water', 2.84]]",Computer Science,50.66,99.68
994,West Valley Music,"West Valley Music - Mountain View, CA",Music Clarinet Violin,https://images.activityhero.com/provider_photo/6776/tile/IMG_0214.JPG,"West Valley Music offers group classes, clinics, and events for beginners through advanced players, from pre-school age to adult.  We give musicians of…read more >",https://www.activityhero.com/biz/20044-west-valley-music-mountain-view-ca,https://images.activityhero.com/10944/crop/logo.png,27,"12,95",155,"m,f",STEM,"[['age', 46.46], ['offer', 18.69], ['level', 15.66], ['beginner', 4.55], ['inspire', 4.04], ['foundation', 2.53], ['garden', 2.02], ['daily', 2.02], ['elite', 2.02], ['gain', 2.02]]",Computer Science,66.1,24.96
